"Site1","Site2","Distance","Rate1","Rate2","Absdiff","Quarter","Month_f"
"PR1","PR3",2.99577313737512,33.3333333333333,0,33.3333333333333,"July 2022","July 2022"
"PR2","SC1",22.49017449734,0,25,25,"August 2022","August 2022"
"PR2","SC1",22.49017449734,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"PR2","SC1",22.49017449734,0,0,0,"July 2022","July 2022"
"PR2","ST1",27.1904316375886,0,0,0,"August 2022","August 2022"
"PR2","ST1",27.1904316375886,0,0,0,"July 2021","July 2021"
"PR2","ST1",27.1904316375886,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"PR2","PR3",0.859087542848524,0,0,0,"August 2022","August 2022"
"PR2","PR3",0.859087542848524,0,0,0,"July 2021","July 2021"
"PR2","PR3",0.859087542848524,0,0,0,"July 2022","July 2022"
"PR3","SC1",22.5374538524212,33.3333333333333,0,33.3333333333333,"August 2021","August 2021"
"PR3","SC1",22.5374538524212,0,25,25,"August 2022","August 2022"
"PR3","SC1",22.5374538524212,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"PR3","SC1",22.5374538524212,0,0,0,"July 2022","July 2022"
"PR3","ST1",27.311230713106,33.3333333333333,0,33.3333333333333,"August 2021","August 2021"
"PR3","ST1",27.311230713106,0,0,0,"August 2022","August 2022"
"PR3","ST1",27.311230713106,0,0,0,"July 2021","July 2021"
"PR3","ST1",27.311230713106,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"SC1","ST1",5.19448974196538,0,0,0,"August 2021","August 2021"
"SC1","ST1",5.19448974196538,25,0,25,"August 2022","August 2022"
"SC1","ST1",5.19448974196538,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"SC1","ST1",5.19448974196538,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
