PlateVal,Include,Color,Pos,Name,Cp,Pos_Tm,Tm1,Tm2
624,TRUE,65280,D12,Sample 48,,D12,,
624,TRUE,65280,E1,Sample 49,,E1,86.46,
624,TRUE,255,E2,Sample 50,37.36,E2,77.7,
624,TRUE,255,E3,Sample 51,36.46,E3,77.62,
624,TRUE,255,E4,Sample 52,40,E4,85.24,
624,TRUE,65280,E5,Sample 53,,E5,,
624,TRUE,65280,E6,Sample 54,,E6,,
624,TRUE,255,E7,Sample 55,21.99,E7,,
624,TRUE,65280,E8,Sample 56,,E8,,
624,TRUE,255,E9,Sample 57,28.97,E9,,
624,TRUE,255,E10,Sample 58,25.55,E10,,
624,TRUE,255,E11,Sample 59,5,E11,,
624,TRUE,255,E12,Sample 60,5,E12,,
624,TRUE,65280,F1,Sample 61,,F1,,
624,TRUE,65280,F2,Sample 62,,F2,,
624,TRUE,255,F3,Sample 63,36.13,F3,78.81,
624,TRUE,255,F4,Sample 64,34.36,F4,80.24,
624,TRUE,65280,F5,Sample 65,,F5,,
624,TRUE,255,F6,Sample 66,36.18,F6,78.82,
624,TRUE,65280,F7,Sample 67,,F7,,
624,TRUE,255,F8,Sample 68,29.86,F8,,
624,TRUE,255,F9,Sample 69,34.63,F9,,
624,TRUE,255,F10,Sample 70,32.41,F10,,
624,TRUE,255,F11,Sample 71,33.85,F11,,
624,TRUE,65280,F12,Sample 72,,F12,,
624,TRUE,255,G1,Sample 73,36.94,G1,81.1,86.01
624,TRUE,65280,G2,Sample 74,,G2,,
624,TRUE,65280,G3,Sample 75,,G3,,
624,TRUE,65280,G4,Sample 76,,G4,,
624,TRUE,65280,G5,Sample 77,,G5,,
624,TRUE,65280,G6,Sample 78,,G6,,
624,TRUE,255,G7,Sample 79,35.82,G7,78.2,82.25
624,TRUE,65280,G8,Sample 80,,G8,,
624,TRUE,65280,G9,Sample 81,,G9,,
624,TRUE,65280,G10,Sample 82,,G10,,
624,TRUE,255,G11,Sample 83,10.54,G11,,
624,TRUE,65280,G12,Sample 84,,G12,,
624,TRUE,65280,H1,Sample 85,,H1,,
624,TRUE,65280,H2,Sample 86,,H2,,
624,TRUE,65280,H3,Sample 87,,H3,,
624,TRUE,255,H4,Sample 88,37.03,H4,84.97,
624,TRUE,65280,H5,Sample 89,,H5,,
624,TRUE,255,H6,Sample 90,17.18,H6,,
624,TRUE,65280,H7,Sample 91,,H7,,
624,TRUE,65280,H8,Sample 92,,H8,,
624,TRUE,255,H9,Sample 93,24.17,H9,,
624,TRUE,255,H10,Sample 94,32.29,H10,,
624,TRUE,255,H11,Sample 95,29.99,H11,,
624,TRUE,255,H12,Sample 96,8.17,H12,,
822,TRUE,255,A1,Sample 1,29.59,A1,81.61,
822,TRUE,255,A2,Sample 2,29.18,A2,81.51,
822,TRUE,255,A3,Sample 3,36.74,A3,81.95,
822,TRUE,255,A4,Sample 4,37.12,A4,82.61,
822,TRUE,255,A5,Sample 5,35.35,A5,81.02,
822,TRUE,65280,A6,Sample 6,,A6,,
822,TRUE,255,A7,Sample 7,40,A7,78.34,
822,TRUE,255,A8,Sample 8,32.09,A8,78.81,82.25
822,TRUE,255,A9,Sample 9,31.63,A9,79.23,83.9
822,TRUE,65280,A10,Sample 10,,A10,,
822,TRUE,255,A11,Sample 11,32.34,A11,,
822,TRUE,255,A12,Sample 12,23.31,A12,82.24,
822,TRUE,65280,B1,Sample 13,,B1,,
822,TRUE,65280,B2,Sample 14,,B2,,
822,TRUE,255,B3,Sample 15,32.91,B3,79.32,85.37
822,TRUE,255,B4,Sample 16,36.14,B4,85.19,
822,TRUE,255,B5,Sample 17,32.44,B5,79.58,
822,TRUE,255,B6,Sample 18,38.21,B6,78.2,
822,TRUE,65280,B7,Sample 19,,B7,,
822,TRUE,255,B8,Sample 20,34.76,B8,76.93,80.03
822,TRUE,255,B9,Sample 21,40,B9,80.98,
822,TRUE,255,B10,Sample 22,36.07,B10,78.01,82.77
822,TRUE,255,B11,Sample 23,33,B11,,
822,TRUE,255,B12,Sample 24,26.49,B12,81.85,
822,TRUE,65280,C1,Sample 25,,C1,,
822,TRUE,65280,C2,Sample 26,,C2,,
822,TRUE,255,C3,Sample 27,34.87,C3,74.3,77.87
822,TRUE,255,C4,Sample 28,31.99,C4,78.94,
822,TRUE,255,C5,Sample 29,33.79,C5,80.37,
822,TRUE,255,C6,Sample 30,33.82,C6,80.24,
822,TRUE,65280,C7,Sample 31,,C7,,
822,TRUE,255,C8,Sample 32,36.95,C8,77.36,
822,TRUE,65280,C9,Sample 33,,C9,,
822,TRUE,65280,C10,Sample 34,,C10,,
822,TRUE,255,C11,Sample 35,37.74,C11,,
822,TRUE,255,C12,Sample 36,30.05,C12,81.94,
822,TRUE,65280,D1,Sample 37,,D1,,
822,TRUE,65280,D2,Sample 38,,D2,,
822,TRUE,255,D3,Sample 39,34.06,D3,78.55,83.54
822,TRUE,255,D4,Sample 40,40,D4,77.56,
822,TRUE,255,D5,Sample 41,40,D5,79.86,
822,TRUE,255,D6,Sample 42,35.19,D6,85.31,
822,TRUE,65280,D7,Sample 43,,D7,,
822,TRUE,65280,D8,Sample 44,,D8,,
822,TRUE,65280,D9,Sample 45,,D9,,
822,TRUE,65280,D10,Sample 46,,D10,,
822,TRUE,255,D11,Sample 47,23,D11,,
822,TRUE,255,D12,Sample 48,34.2,D12,81.63,
822,TRUE,65280,E1,Sample 49,,E1,,
822,TRUE,65280,E2,Sample 50,,E2,,
822,TRUE,65280,E3,Sample 51,,E3,,
822,TRUE,255,E4,Sample 52,35.92,E4,77.69,
822,TRUE,255,E5,Sample 53,30.57,E5,81.71,
822,TRUE,255,E6,Sample 54,30.65,E6,81.6,
822,TRUE,65280,E7,Sample 55,,E7,,
822,TRUE,65280,E8,Sample 56,,E8,,
822,TRUE,255,E9,Sample 57,36.18,E9,82.11,
822,TRUE,255,E10,Sample 58,40,E10,80.62,
822,TRUE,65280,E11,Sample 59,,E11,,
822,TRUE,255,E12,Sample 60,35.1,E12,,
822,TRUE,255,F1,Sample 61,33.11,F1,79.31,82.86
822,TRUE,65280,F2,Sample 62,,F2,,
822,TRUE,255,F3,Sample 63,40,F3,80.57,
822,TRUE,65280,F4,Sample 64,,F4,,
822,TRUE,255,F5,Sample 65,40,F5,81.39,85.29
822,TRUE,255,F6,Sample 66,36.44,F6,78.47,
822,TRUE,255,F7,Sample 67,40,F7,78.48,80.98
822,TRUE,255,F8,Sample 68,34.69,F8,79.17,
822,TRUE,65280,F9,Sample 69,,F9,,
822,TRUE,65280,F10,Sample 70,,F10,,
822,TRUE,65280,F11,Sample 71,,F11,,
822,TRUE,65280,F12,Sample 72,,F12,,
822,TRUE,65280,G1,Sample 73,,G1,,
822,TRUE,255,G2,Sample 74,34.94,G2,79.98,
822,TRUE,255,G3,Sample 75,32.87,G3,79.08,84.97
822,TRUE,65280,G4,Sample 76,,G4,,
822,TRUE,255,G5,Sample 77,40,G5,80.5,
822,TRUE,255,G6,Sample 78,34.02,G6,77.76,
822,TRUE,255,G7,Sample 79,36.13,G7,79.84,
822,TRUE,65280,G8,Sample 80,,G8,,
822,TRUE,255,G9,Sample 81,27.86,G9,81.79,
822,TRUE,255,G10,Sample 82,27.83,G10,81.73,
822,TRUE,255,G11,Sample 83,13.25,G11,,
822,TRUE,65280,G12,Sample 84,,G12,,
822,TRUE,65280,H1,Sample 85,,H1,,
822,TRUE,255,H2,Sample 86,32.25,H2,78.39,84.72
822,TRUE,65280,H3,Sample 87,,H3,,
822,TRUE,255,H4,Sample 88,35.6,H4,80.13,
822,TRUE,255,H5,Sample 89,40,H5,86.53,
822,TRUE,255,H6,Sample 90,40,H6,78.19,
822,TRUE,255,H7,Sample 91,38.17,H7,80.01,83.96
822,TRUE,65280,H8,Sample 92,,H8,,
822,TRUE,255,H9,Sample 93,19.7,H9,,
822,TRUE,255,H10,Sample 94,30.7,H10,,
822,TRUE,255,H11,Sample 95,20.23,H11,,
822,TRUE,65280,H12,Sample 96,,H12,,
829,TRUE,255,A1,Sample 1,35.91,A1,81.17,
829,TRUE,255,A2,Sample 2,36.35,A2,83.38,
829,TRUE,65280,A3,Sample 3,,A3,78.54,84.19
829,TRUE,255,A4,Sample 4,33.3,A4,78.41,81.49
829,TRUE,255,A5,Sample 5,33.16,A5,79.88,
829,TRUE,255,A6,Sample 6,33.78,A6,81.46,
829,TRUE,255,A7,Sample 7,40,A7,80.88,
829,TRUE,255,A8,Sample 8,33.92,A8,77.68,81.03
829,TRUE,255,A9,Sample 9,32.49,A9,78.37,82.16
829,TRUE,255,A10,Sample 10,34.98,A10,81.15,
829,TRUE,255,A11,Sample 11,22.13,A11,,
829,TRUE,255,A12,Sample 12,23.02,A12,82.13,
829,TRUE,255,B1,Sample 13,34.86,B1,85.02,
829,TRUE,255,B2,Sample 14,36.46,B2,79.88,
829,TRUE,65280,B3,Sample 15,,B3,,
829,TRUE,65280,B4,Sample 16,,B4,,
829,TRUE,255,B5,Sample 17,33.93,B5,78.63,
829,TRUE,255,B6,Sample 18,33.91,B6,77.12,81.31
829,TRUE,255,B7,Sample 19,34.58,B7,83.76,
829,TRUE,255,B8,Sample 20,36.53,B8,79.68,
829,TRUE,255,B9,Sample 21,35.35,B9,83.27,
829,TRUE,255,B10,Sample 22,35.47,B10,81.44,
829,TRUE,255,B11,Sample 23,24.64,B11,,
829,TRUE,255,B12,Sample 24,25.98,B12,81.94,
829,TRUE,255,C1,Sample 25,38.64,C1,82.19,
829,TRUE,255,C2,Sample 26,36.78,C2,77.57,81.8
829,TRUE,65280,C3,Sample 27,,C3,,
829,TRUE,65280,C4,Sample 28,,C4,,
829,TRUE,255,C5,Sample 29,31.64,C5,79.62,84.96
829,TRUE,255,C6,Sample 30,34.64,C6,81.52,
829,TRUE,255,C7,Sample 31,36.24,C7,75.8,80.51
829,TRUE,255,C8,Sample 32,34.09,C8,79.21,
829,TRUE,255,C9,Sample 33,35.93,C9,81.64,
829,TRUE,255,C10,Sample 34,35.74,C10,78.69,
829,TRUE,255,C11,Sample 35,24.66,C11,,
829,TRUE,255,C12,Sample 36,29.53,C12,82,
829,TRUE,255,D1,Sample 37,36.25,D1,83.42,86.51
829,TRUE,255,D2,Sample 38,35.44,D2,79.18,
829,TRUE,255,D3,Sample 39,36.97,D3,79.38,84.09
829,TRUE,255,D4,Sample 40,35.8,D4,82.07,
829,TRUE,255,D5,Sample 41,35.8,D5,82.01,
829,TRUE,255,D6,Sample 42,35.03,D6,79.03,85.98
829,TRUE,255,D7,Sample 43,35.87,D7,80.24,83.34
829,TRUE,255,D8,Sample 44,33.67,D8,79.23,83.48
829,TRUE,255,D9,Sample 45,36.78,D9,80.88,
829,TRUE,255,D10,Sample 46,40,D10,80.16,
829,TRUE,65280,D11,Sample 47,,D11,,
829,TRUE,255,D12,Sample 48,32.62,D12,81.92,
829,TRUE,65280,E1,Sample 49,,E1,,
829,TRUE,255,E2,Sample 50,37.09,E2,75.38,78.9
829,TRUE,255,E3,Sample 51,23.67,E3,82.14,
829,TRUE,255,E4,Sample 52,23.73,E4,82.04,
829,TRUE,255,E5,Sample 53,30.59,E5,77.88,84.19
829,TRUE,255,E6,Sample 54,33.84,E6,79.5,
829,TRUE,255,E7,Sample 55,32.31,E7,80.62,
829,TRUE,255,E8,Sample 56,36.62,E8,77.49,
829,TRUE,255,E9,Sample 57,35.93,E9,82.13,
829,TRUE,255,E10,Sample 58,34.59,E10,77.77,82.16
829,TRUE,255,E11,Sample 59,19.27,E11,,
829,TRUE,65280,E12,Sample 60,,E12,,
829,TRUE,16711680,F1,Sample 61,40,F1,81.72,85.48
829,TRUE,255,F2,Sample 62,36.48,F2,81.86,
829,TRUE,255,F3,Sample 63,37.31,F3,80.85,
829,TRUE,255,F4,Sample 64,39.33,F4,78.77,
829,TRUE,255,F5,Sample 65,33.98,F5,77.45,82.22
829,TRUE,255,F6,Sample 66,40,F6,77.19,85.28
829,TRUE,255,F7,Sample 67,27.92,F7,82.13,
829,TRUE,255,F8,Sample 68,27.75,F8,82.04,
829,TRUE,255,F9,Sample 69,33.93,F9,79.17,83.62
829,TRUE,65280,F10,Sample 70,,F10,,
829,TRUE,255,F11,Sample 71,26.98,F11,,
829,TRUE,65280,F12,Sample 72,,F12,,
829,TRUE,255,G1,Sample 73,28.47,G1,82.19,
829,TRUE,255,G2,Sample 74,28.65,G2,82.1,
829,TRUE,255,G3,Sample 75,37.35,G3,78.4,
829,TRUE,255,G4,Sample 76,33.69,G4,79.21,
829,TRUE,255,G5,Sample 77,33.19,G5,81.29,
829,TRUE,255,G6,Sample 78,35.26,G6,82.09,
829,TRUE,255,G7,Sample 79,35.25,G7,78.68,
829,TRUE,255,G8,Sample 80,37.27,G8,81.45,
829,TRUE,255,G9,Sample 81,34.33,G9,79,85.93
829,TRUE,65280,G10,Sample 82,,G10,,
829,TRUE,255,G11,Sample 83,27.52,G11,,
829,TRUE,255,G12,Sample 84,35.5,G12,85.95,
829,TRUE,255,H1,Sample 85,35.23,H1,85.96,
829,TRUE,65280,H2,Sample 86,,H2,,
829,TRUE,255,H3,Sample 87,35.69,H3,78.02,
829,TRUE,65280,H4,Sample 88,,H4,82.55,
829,TRUE,255,H5,Sample 89,35.65,H5,81.16,
829,TRUE,255,H6,Sample 90,40,H6,79.33,
829,TRUE,255,H7,Sample 91,37.99,H7,82.74,86.12
829,TRUE,255,H8,Sample 92,40,H8,85.49,
829,TRUE,65280,H9,Sample 93,,H9,,
829,TRUE,255,H10,Sample 94,23.41,H10,,
829,TRUE,255,H11,Sample 95,31.65,H11,,
829,TRUE,65280,H12,Sample 96,,H12,,
911,TRUE,255,A1,Sample 1,32.6,A1,80.98,85.77
911,TRUE,65280,A2,Sample 2,,A2,,
911,TRUE,65280,A3,Sample 3,,A3,,
911,TRUE,255,A4,Sample 4,33.89,A4,81.26,
911,TRUE,255,A5,Sample 5,37.83,A5,77.89,
911,TRUE,65280,A6,Sample 6,,A6,,
911,TRUE,65280,A7,Sample 7,,A7,,
911,TRUE,255,A8,Sample 8,40,A8,78.09,
911,TRUE,255,A9,Sample 9,35.26,A9,76.48,79.98
911,TRUE,255,A10,Sample 10,39.44,A10,83.23,
911,TRUE,65280,A11,Sample 11,,A11,,
911,TRUE,255,A12,Sample 12,22.93,A12,82.17,
911,TRUE,65280,B1,Sample 13,,B1,,
911,TRUE,255,B2,Sample 14,38.32,B2,76.15,
911,TRUE,255,B3,Sample 15,34.01,B3,80.86,86.44
911,TRUE,255,B4,Sample 16,34.96,B4,78.63,
911,TRUE,65280,B5,Sample 17,,B5,,
911,TRUE,255,B6,Sample 18,40,B6,79.34,
911,TRUE,65280,B7,Sample 19,,B7,,
911,TRUE,65280,B8,Sample 20,,B8,,
911,TRUE,65280,B9,Sample 21,,B9,,
911,TRUE,65280,B10,Sample 22,,B10,,
911,TRUE,255,B11,Sample 23,25.12,B11,,
911,TRUE,255,B12,Sample 24,26.14,B12,81.95,
911,TRUE,255,C1,Sample 25,38.24,C1,76.54,81.21
911,TRUE,255,C2,Sample 26,40,C2,83.24,
911,TRUE,255,C3,Sample 27,40,C3,81.72,86.5
911,TRUE,255,C4,Sample 28,36.04,C4,80.58,
911,TRUE,255,C5,Sample 29,34.68,C5,80.76,
911,TRUE,255,C6,Sample 30,36.82,C6,80.14,
911,TRUE,65280,C7,Sample 31,,C7,,
911,TRUE,255,C8,Sample 32,38.78,C8,80.82,85.42
911,TRUE,65280,C9,Sample 33,,C9,,
911,TRUE,65280,C10,Sample 34,,C10,,
911,TRUE,255,C11,Sample 35,33.32,C11,,
911,TRUE,255,C12,Sample 36,29.71,C12,81.97,
911,TRUE,65280,D1,Sample 37,,D1,,
911,TRUE,255,D2,Sample 38,32.89,D2,78.63,82.17
911,TRUE,255,D3,Sample 39,40,D3,79.02,
911,TRUE,255,D4,Sample 40,36.04,D4,79.01,
911,TRUE,255,D5,Sample 41,25.61,D5,81.85,
911,TRUE,255,D6,Sample 42,25.68,D6,81.76,
911,TRUE,255,D7,Sample 43,40,D7,78.08,
911,TRUE,255,D8,Sample 44,40,D8,77.72,
911,TRUE,255,D9,Sample 45,35.26,D9,81.57,
911,TRUE,255,D10,Sample 46,40,D10,81.97,
911,TRUE,65280,D11,Sample 47,,D11,,
911,TRUE,255,D12,Sample 48,33.32,D12,81.93,
911,TRUE,255,E1,Sample 49,36.14,E1,86.73,
911,TRUE,255,E2,Sample 50,40,E2,81.83,
911,TRUE,255,E3,Sample 51,38.3,E3,85.81,
911,TRUE,255,E4,Sample 52,40,E4,82.15,
911,TRUE,65280,E5,Sample 53,,E5,,
911,TRUE,255,E6,Sample 54,37.18,E6,79.56,
911,TRUE,255,E7,Sample 55,33.63,E7,78.09,82.65
911,TRUE,255,E8,Sample 56,36.23,E8,79.05,84.83
911,TRUE,255,E9,Sample 57,25.48,E9,82.1,
911,TRUE,255,E10,Sample 58,25.46,E10,82.05,
911,TRUE,255,E11,Sample 59,38.5,E11,,
911,TRUE,255,E12,Sample 60,31.78,E12,,
911,TRUE,255,F1,Sample 61,40,F1,80.43,
911,TRUE,255,F2,Sample 62,38.53,F2,79.47,82.23
911,TRUE,65280,F3,Sample 63,,F3,,
911,TRUE,255,F4,Sample 64,35.32,F4,80.37,
911,TRUE,255,F5,Sample 65,33.33,F5,78.12,
911,TRUE,255,F6,Sample 66,36.07,F6,78.65,81.62
911,TRUE,65280,F7,Sample 67,,F7,,
911,TRUE,255,F8,Sample 68,36.3,F8,78.22,
911,TRUE,255,F9,Sample 69,37.02,F9,79.11,
911,TRUE,65280,F10,Sample 70,,F10,,
911,TRUE,65280,F11,Sample 71,,F11,,
911,TRUE,65280,F12,Sample 72,,F12,,
911,TRUE,65280,G1,Sample 73,,G1,,
911,TRUE,65280,G2,Sample 74,,G2,,
911,TRUE,255,G3,Sample 75,36.28,G3,82.04,
911,TRUE,255,G4,Sample 76,33.21,G4,80.18,
911,TRUE,65280,G5,Sample 77,,G5,,
911,TRUE,65280,G6,Sample 78,,G6,,
911,TRUE,65280,G7,Sample 79,,G7,82.93,92.54
911,TRUE,65280,G8,Sample 80,,G8,,
911,TRUE,255,G9,Sample 81,40,G9,81.18,
911,TRUE,255,G10,Sample 82,40,G10,84.46,
911,TRUE,65280,G11,Sample 83,,G11,,
911,TRUE,255,G12,Sample 84,40,G12,78.44,81.78
911,TRUE,65280,H1,Sample 85,,H1,,
911,TRUE,255,H2,Sample 86,38.38,H2,80.26,
911,TRUE,255,H3,Sample 87,40,H3,80.52,
911,TRUE,255,H4,Sample 88,37.89,H4,77.69,82.9
911,TRUE,255,H5,Sample 89,40,H5,79.65,
911,TRUE,65280,H6,Sample 90,,H6,,
911,TRUE,65280,H7,Sample 91,,H7,,
911,TRUE,255,H8,Sample 92,36.05,H8,79.64,
911,TRUE,255,H9,Sample 93,37.17,H9,,
911,TRUE,255,H10,Sample 94,21.49,H10,,
911,TRUE,255,H11,Sample 95,37.4,H11,,
911,TRUE,65280,H12,Sample 96,,H12,,
924,TRUE,16711680,A1,Sample 1,40,A1,78.85,
924,TRUE,255,A2,Sample 2,40,A2,79.43,
924,TRUE,65280,A3,Sample 3,,A3,,
924,TRUE,65280,A4,Sample 4,,A4,,
924,TRUE,65280,A5,Sample 5,,A5,,
924,TRUE,255,A6,Sample 6,23.57,A6,81.92,
924,TRUE,255,A7,Sample 7,37.73,A7,,
924,TRUE,255,A8,Sample 8,26.7,A8,,
924,TRUE,255,A9,Sample 9,28,A9,,
924,TRUE,255,A10,Sample 10,23.47,A10,,
924,TRUE,255,A11,Sample 11,32.73,A11,,
924,TRUE,65280,A12,Sample 12,,A12,,
924,TRUE,65280,B1,Sample 13,,B1,,
924,TRUE,65280,B2,Sample 14,,B2,,
924,TRUE,255,B3,Sample 15,40,B3,79.2,
924,TRUE,65280,B4,Sample 16,,B4,80.01,
924,TRUE,255,B5,Sample 17,6.64,B5,,
924,TRUE,255,B6,Sample 18,26.69,B6,81.72,
924,TRUE,65280,B7,Sample 19,,B7,,
924,TRUE,65280,B8,Sample 20,,B8,,
924,TRUE,255,B9,Sample 21,5,B9,,
924,TRUE,65280,B10,Sample 22,,B10,,
924,TRUE,65280,B11,Sample 23,,B11,,
924,TRUE,255,B12,Sample 24,6,B12,,
924,TRUE,65280,C1,Sample 25,,C1,,
924,TRUE,65280,C2,Sample 26,,C2,,
924,TRUE,65280,C3,Sample 27,,C3,,
924,TRUE,255,C4,Sample 28,26.87,C4,,
924,TRUE,255,C5,Sample 29,12.18,C5,,
924,TRUE,255,C6,Sample 30,30.09,C6,81.76,
924,TRUE,65280,C7,Sample 31,,C7,,
924,TRUE,65280,C8,Sample 32,,C8,,
924,TRUE,65280,C9,Sample 33,,C9,,
924,TRUE,65280,C10,Sample 34,,C10,,
924,TRUE,255,C11,Sample 35,10.5,C11,,
924,TRUE,65280,C12,Sample 36,,C12,,
924,TRUE,255,D1,Sample 37,40,D1,83.74,
924,TRUE,255,D2,Sample 38,40,D2,81.67,
924,TRUE,65280,D3,Sample 39,,D3,,
924,TRUE,65280,D4,Sample 40,,D4,,
924,TRUE,65280,D5,Sample 41,,D5,,
924,TRUE,255,D6,Sample 42,34.87,D6,81.72,
924,TRUE,65280,D7,Sample 43,,D7,,
924,TRUE,255,D8,Sample 44,33.26,D8,,
924,TRUE,65280,D9,Sample 45,,D9,,
924,TRUE,255,D10,Sample 46,8.96,D10,,
924,TRUE,255,D11,Sample 47,11.6,D11,,
924,TRUE,255,D12,Sample 48,10.64,D12,,
924,TRUE,65280,E1,Sample 49,,E1,,
924,TRUE,255,E2,Sample 50,40,E2,85.72,
924,TRUE,255,E3,Sample 51,8.36,E3,,
924,TRUE,255,E4,Sample 52,10.48,E4,,
924,TRUE,65280,E5,Sample 53,,E5,,
924,TRUE,65280,E6,Sample 54,,E6,,
924,TRUE,255,E7,Sample 55,13.29,E7,,
924,TRUE,255,E8,Sample 56,6,E8,,
924,TRUE,65280,E9,Sample 57,,E9,,
924,TRUE,255,E10,Sample 58,11.73,E10,,
924,TRUE,255,E11,Sample 59,12,E11,,
924,TRUE,65280,E12,Sample 60,,E12,,
924,TRUE,255,F1,Sample 61,40,F1,79.63,
924,TRUE,255,F2,Sample 62,40,F2,78.45,
924,TRUE,65280,F3,Sample 63,,F3,,
924,TRUE,255,F4,Sample 64,11.57,F4,,
924,TRUE,65280,F5,Sample 65,,F5,,
924,TRUE,65280,F6,Sample 66,,F6,,
924,TRUE,255,F7,Sample 67,7.51,F7,,
924,TRUE,65280,F8,Sample 68,,F8,,
924,TRUE,65280,F9,Sample 69,,F9,,
924,TRUE,255,F10,Sample 70,10.32,F10,,
924,TRUE,255,F11,Sample 71,13.76,F11,,
924,TRUE,65280,F12,Sample 72,,F12,,
924,TRUE,65280,G1,Sample 73,,G1,,
924,TRUE,255,G2,Sample 74,34.66,G2,82.19,
924,TRUE,255,G3,Sample 75,15.47,G3,,
924,TRUE,255,G4,Sample 76,15.92,G4,,
924,TRUE,255,G5,Sample 77,14.98,G5,,
924,TRUE,255,G6,Sample 78,40,G6,78.18,81.25
924,TRUE,65280,G7,Sample 79,,G7,,
924,TRUE,255,G8,Sample 80,11.14,G8,,
924,TRUE,255,G9,Sample 81,10.93,G9,,
924,TRUE,255,G10,Sample 82,15.73,G10,,
924,TRUE,255,G11,Sample 83,14.83,G11,,
924,TRUE,255,G12,Sample 84,33.99,G12,,
924,TRUE,65280,H1,Sample 85,,H1,,
924,TRUE,65280,H2,Sample 86,,H2,,
924,TRUE,65280,H3,Sample 87,,H3,,
924,TRUE,65280,H4,Sample 88,,H4,,
924,TRUE,65280,H5,Sample 89,,H5,,
924,TRUE,65280,H6,Sample 90,,H6,,
924,TRUE,255,H7,Sample 91,30.83,H7,,
924,TRUE,255,H8,Sample 92,7.97,H8,,
924,TRUE,65280,H9,Sample 93,,H9,,
924,TRUE,65280,H10,Sample 94,,H10,,
924,TRUE,65280,H11,Sample 95,,H11,,
924,TRUE,16711680,H12,Sample 96,30.17,H12,,
